experiment,channel,window_index,sampling_rate_hz,raw_bytes,compressed_bytes,reduction_percent,reconstruction_exact,rice_parameters,selected_mode
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),1,500.0,3000,795,73.5,True,"5,4,4,4,3,4,3,3,3,3,4,4,5,4,4,4,5,4,3,3,3,4,4,4,5,5,4,4,4,4,4,2","0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),2,500.0,3000,790,73.67,True,"3,3,4,4,4,3,5,4,4,4,4,3,3,3,3,4,4,4,5,5,4,4,4,4,4,4,3,3,4,4,4,3","1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),3,500.0,3000,813,72.9,True,"7,4,4,4,4,3,4,3,3,3,4,4,5,5,4,4,4,4,4,3,3,4,3,4,4,5,5,4,4,4,4,3","0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),4,500.0,3000,767,74.43,True,"4,3,3,3,3,4,4,5,4,4,4,4,3,3,3,3,4,4,4,5,5,4,4,4,4,3,3,3,3,3,4,3","1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),5,500.0,3000,802,73.27,True,"4,7,4,4,4,4,3,4,3,3,3,4,4,4,5,4,4,4,4,3,4,3,3,3,4,4,4,6,4,4,4,5","1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),6,500.0,3000,773,74.23,True,"5,3,3,3,3,3,4,4,5,5,4,4,4,4,3,3,3,3,3,4,4,5,5,4,4,4,4,3,4,3,3,4","1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),7,500.0,3000,802,73.27,True,"4,4,4,5,5,4,4,4,4,4,3,3,3,4,4,4,5,5,4,4,4,4,3,3,3,3,4,3,3,6,6,4","1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),8,500.0,3000,794,73.53,True,"4,4,4,3,3,3,3,3,4,4,4,5,5,4,4,4,4,4,3,3,3,4,4,4,6,5,3,4,5,4,3,3","0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),9,500.0,3000,772,74.27,True,"3,3,3,4,4,4,5,5,4,4,4,3,3,3,3,3,4,4,3,6,4,4,4,5,4,3,3,3,3,4,4,3","1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),10,500.0,3000,793,73.57,True,"4,5,4,4,4,4,4,3,3,4,3,4,4,4,5,5,4,4,4,3,3,3,3,3,3,4,3,7,4,4,4,4","1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),11,500.0,3000,786,73.8,True,"5,4,3,3,3,3,4,4,4,6,4,4,4,4,4,4,3,3,3,4,4,4,6,4,4,4,4,3,4,3,3,3","1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),12,500.0,3000,795,73.5,True,"3,4,4,4,6,4,4,4,5,3,4,4,3,3,4,4,4,6,4,4,4,4,3,3,3,3,3,4,4,4,5,4","1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),13,500.0,3000,791,73.63,True,"4,4,4,4,3,4,3,4,3,4,4,5,5,4,4,4,4,3,3,3,3,3,4,4,5,5,3,4,4,4,3,3","1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),14,500.0,3000,782,73.93,True,"4,3,4,4,4,4,5,5,3,4,4,4,4,3,3,3,4,4,4,5,6,4,4,4,4,3,3,3,3,4,4,4","1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),15,500.0,3000,810,73.0,True,"4,5,5,4,4,4,4,4,3,3,3,3,4,4,6,6,4,4,5,4,3,4,4,4,4,4,4,6,5,4,4,4","1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),16,500.0,3000,774,74.2,True,"4,3,4,3,3,3,3,4,4,6,4,4,4,4,3,3,3,4,3,3,4,4,5,5,4,4,4,3,4,3,3,2","0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),17,500.0,3000,782,73.93,True,"3,4,4,3,6,4,4,4,5,3,3,3,3,3,4,4,3,5,4,4,4,4,4,4,3,3,3,4,4,4,5,5","1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),18,500.0,3000,792,73.6,True,"4,4,4,4,4,4,3,3,3,3,4,4,6,4,4,4,5,4,3,3,3,3,4,4,3,6,4,4,4,4,3,3","0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),19,500.0,3000,779,74.03,True,"3,3,3,4,4,4,4,6,4,4,4,4,4,3,3,3,3,4,4,4,6,4,4,4,5,4,3,3,3,3,4,3","1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),20,500.0,3000,810,73.0,True,"3,6,6,4,4,5,4,4,4,3,3,3,4,4,5,5,4,4,4,4,3,3,3,3,4,4,4,5,5,4,4,4","1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),21,500.0,3000,777,74.1,True,"4,4,3,3,3,3,4,4,4,5,5,4,4,4,4,3,4,3,3,4,4,4,5,5,4,4,4,4,3,3,3,3","0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),22,500.0,3000,796,73.47,True,"3,4,4,4,6,5,4,4,4,4,3,3,3,3,4,4,3,5,5,4,4,5,4,3,4,3,3,4,4,3,6,7","1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),23,500.0,3000,798,73.4,True,"4,4,4,4,3,4,3,3,3,4,4,4,6,5,4,4,4,4,3,3,3,4,4,4,3,6,5,4,4,4,4,4","0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),24,500.0,3000,776,74.13,True,"4,3,3,3,4,4,4,5,4,4,4,4,3,3,3,3,3,3,4,4,6,4,4,4,5,4,3,3,3,3,4,4","1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),25,500.0,3000,798,73.4,True,"4,4,5,4,4,4,4,4,3,3,3,3,4,4,4,6,4,4,4,4,3,4,3,3,3,4,4,4,6,4,4,4","1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),26,500.0,3000,784,73.87,True,"4,4,3,3,3,3,3,3,4,4,5,4,4,4,4,3,3,3,3,4,4,4,4,7,4,4,4,4,3,3,3,3","1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),27,500.0,3000,799,73.37,True,"3,3,4,4,5,5,4,4,4,4,3,4,3,4,3,4,4,5,6,4,4,4,5,3,3,3,3,3,4,4,4,7","1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),28,500.0,3000,804,73.2,True,"6,4,4,4,4,3,3,3,3,3,4,4,5,5,4,4,5,4,3,3,3,3,4,4,4,5,5,4,4,4,4,3","0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),29,500.0,3000,798,73.4,True,"4,3,3,4,3,4,4,6,6,3,4,5,4,4,3,3,3,4,4,4,5,5,4,4,4,4,3,3,3,4,4,3","1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),30,500.0,3000,808,73.07,True,"4,5,5,4,4,4,4,4,3,3,3,4,4,4,6,6,3,4,4,4,3,3,3,3,3,4,4,6,5,4,5,4","1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),31,500.0,3000,789,73.7,True,"5,4,4,3,3,3,3,4,3,7,4,4,4,5,4,4,3,4,3,4,3,3,5,5,4,4,4,4,4,3,3,3","0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),32,500.0,3000,794,73.53,True,"4,4,4,4,6,4,4,4,4,3,3,3,3,4,3,4,3,5,4,4,4,4,4,3,3,3,3,3,4,3,6,5","1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),33,500.0,3000,787,73.77,True,"4,4,4,4,4,4,3,3,3,4,4,4,6,4,4,4,5,4,3,3,3,3,4,4,4,5,4,4,4,4,4,4","0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),34,500.0,3000,781,73.97,True,"3,3,3,3,3,4,4,7,4,4,4,4,3,3,3,3,3,4,4,3,6,4,4,4,5,4,4,3,3,3,4,4","1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),35,500.0,3000,799,73.37,True,"4,5,7,4,4,4,5,3,3,3,3,3,4,4,4,5,4,4,4,4,3,4,3,3,4,4,4,4,6,4,4,4","1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),36,500.0,3000,779,74.03,True,"4,4,3,3,3,3,4,4,4,5,5,4,4,4,4,3,4,3,3,3,4,4,5,5,4,4,4,4,4,3,3,3","0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),37,500.0,3000,796,73.47,True,"3,4,4,4,5,5,4,4,4,4,4,3,3,3,4,3,4,5,5,4,4,4,4,3,4,3,3,3,4,4,5,8","1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),38,500.0,3000,817,72.77,True,"6,4,4,5,4,4,3,3,3,4,4,4,5,5,4,4,4,4,3,3,3,3,3,4,4,5,6,4,4,4,4,3","0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),39,500.0,3000,791,73.63,True,"4,3,3,3,4,4,4,6,6,4,4,5,4,3,3,3,3,3,4,4,5,5,4,4,4,4,3,3,3,4,3,3","1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),40,500.0,3000,804,73.2,True,"4,4,5,5,4,4,5,4,3,3,3,3,4,4,4,6,6,4,4,5,4,3,3,3,3,4,4,4,5,5,4,3","1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),41,500.0,3000,782,73.93,True,"4,4,4,3,3,3,3,4,4,4,5,5,4,4,4,3,3,3,3,3,3,4,3,7,5,4,4,4,4,4,4,2","0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),42,500.0,3000,785,73.83,True,"3,3,4,4,4,5,4,4,4,4,4,3,3,3,4,4,4,3,7,4,4,4,4,4,3,3,3,4,3,4,3,4","1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),43,500.0,3000,790,73.67,True,"6,4,4,4,4,4,3,3,3,3,4,4,4,6,4,4,4,5,3,3,3,3,3,3,4,4,5,4,4,4,4,4","0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),44,500.0,3000,767,74.43,True,"3,4,3,3,3,4,4,5,5,4,4,4,4,3,3,3,3,3,4,4,4,5,4,4,4,4,3,3,3,3,4,3","1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),45,500.0,3000,799,73.37,True,"4,4,5,5,4,4,4,4,3,3,3,3,3,4,4,4,7,4,4,4,4,3,3,3,3,3,4,4,4,5,4,3","1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),46,500.0,3000,801,73.3,True,"3,4,4,3,4,3,3,4,4,4,6,6,4,4,4,4,3,3,3,3,4,3,4,5,5,4,4,4,4,4,4,3","0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),47,500.0,3000,790,73.67,True,"3,3,4,4,4,6,6,4,4,4,4,4,3,3,4,3,4,4,5,5,4,4,4,4,3,3,3,3,3,4,4,3","1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),48,500.0,3000,797,73.43,True,"5,5,3,4,4,4,3,3,3,3,4,3,4,5,5,4,4,4,4,4,4,3,3,3,4,4,5,5,4,4,4,4","0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),49,500.0,3000,772,74.27,True,"4,3,3,3,3,3,4,4,6,4,4,4,4,4,3,3,3,3,4,4,4,5,5,4,4,4,4,3,3,3,3,4","1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),50,500.0,3000,801,73.3,True,"4,4,4,7,4,4,4,4,4,3,3,3,3,4,4,4,5,4,4,4,4,4,3,3,3,3,4,4,3,7,4,5","1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),51,500.0,3000,788,73.73,True,"4,4,4,3,3,3,3,3,4,4,3,5,4,4,4,4,3,4,3,4,4,4,4,3,6,4,4,4,5,3,3,4","0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),52,500.0,3000,776,74.13,True,"3,3,3,4,4,4,5,4,4,4,4,4,3,3,3,3,4,4,4,6,4,4,4,4,3,3,3,3,4,3,4,2","1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),53,500.0,3000,804,73.2,True,"5,7,4,4,4,5,4,4,3,4,3,4,4,4,5,4,4,4,4,4,3,3,3,3,4,4,3,6,4,4,4,5","1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),54,500.0,3000,778,74.07,True,"4,4,3,3,3,3,3,4,5,5,4,4,4,4,3,3,3,3,4,4,4,5,5,3,4,4,4,3,3,3,3,2","1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),55,500.0,3000,795,73.5,True,"3,4,4,5,5,4,4,4,4,4,3,2,3,4,4,4,5,5,4,4,4,4,3,3,3,3,4,4,4,5,5,4","1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),56,500.0,3000,792,73.6,True,"4,4,4,3,4,3,3,3,4,4,4,5,5,4,4,4,4,3,3,3,3,4,4,4,5,6,4,4,5,4,3,2","1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),57,500.0,3000,779,74.03,True,"3,3,3,4,4,4,5,5,4,4,4,4,3,3,3,3,4,4,4,6,5,4,4,5,4,4,3,3,3,4,4,3","1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),58,500.0,3000,796,73.47,True,"4,5,4,4,4,4,3,3,3,3,3,4,4,3,6,4,4,4,5,4,3,3,3,4,4,4,3,6,5,4,4,3","1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead I (LA-RA),59,500.0,3000,774,74.2,True,"4,4,4,3,3,3,4,4,3,5,4,4,4,5,4,3,3,3,3,4,4,3,5,4,4,4,4,4,3,3,3,3","0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),0,500.0,3000,876,70.8,True,"4,4,4,4,4,8,6,4,3,5,4,4,3,4,4,4,5,4,7,4,5,5,5,4,4,3,3,4,5,4,7,8","1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),1,500.0,3000,868,71.07,True,"6,4,4,5,4,4,3,3,3,4,5,4,7,5,5,5,5,4,4,4,3,4,5,4,6,7,4,5,5,5,4,4","1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),2,500.0,3000,833,72.23,True,"3,3,3,4,5,4,6,5,4,4,5,3,4,3,3,4,4,4,6,6,4,5,5,5,4,3,4,4,4,4,4,3","1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),3,500.0,3000,885,70.5,True,"8,5,5,5,5,3,4,3,4,4,4,5,6,7,4,5,5,5,3,4,3,3,4,4,4,6,7,4,5,5,4,4","0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),4,500.0,3000,835,72.17,True,"4,3,3,3,4,5,4,7,5,4,4,6,3,4,4,4,3,4,4,6,6,4,5,5,5,4,4,3,3,4,5,4","1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),5,500.0,3000,867,71.1,True,"4,8,5,5,5,5,3,4,3,3,3,4,5,4,6,5,4,4,5,3,4,3,3,3,4,4,5,7,5,5,5,5","1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),6,500.0,3000,834,72.2,True,"5,3,4,3,3,4,4,4,6,6,4,5,5,5,3,4,3,3,3,4,4,6,6,4,4,4,5,3,3,3,3,4","1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),7,500.0,3000,884,70.53,True,"4,5,4,6,6,4,5,5,5,4,3,3,3,3,5,4,6,7,4,5,5,5,4,4,3,3,4,4,4,7,8,4","1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),8,500.0,3000,860,71.33,True,"4,4,5,4,3,3,3,3,4,4,4,6,6,4,5,5,4,4,3,3,4,4,5,4,8,6,4,5,5,5,3,3","0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),9,500.0,3000,828,72.4,True,"3,3,4,4,5,4,6,5,4,4,5,4,4,3,3,3,4,5,3,6,5,4,5,6,4,4,3,3,3,4,5,4","1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),10,500.0,3000,850,71.67,True,"4,6,5,4,5,5,4,3,3,3,3,4,5,4,6,5,4,4,5,4,4,4,3,3,4,5,4,8,5,5,5,3","1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),11,500.0,3000,841,71.97,True,"5,4,4,4,3,3,4,5,4,6,5,5,5,6,4,4,3,3,3,4,5,4,8,5,4,4,5,3,4,4,3,4","1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),12,500.0,3000,862,71.27,True,"4,4,4,5,7,4,5,5,5,4,4,3,3,4,5,4,5,7,4,5,5,5,4,3,3,3,3,4,5,4,6,6","1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),13,500.0,3000,848,71.73,True,"4,4,5,5,3,4,3,3,3,4,4,6,6,4,5,5,5,3,4,3,3,4,4,5,5,7,4,5,5,5,3,4","1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),14,500.0,3000,903,69.9,True,"3,13,6,4,5,4,7,7,4,4,5,4,4,4,3,3,3,5,4,7,7,4,5,5,5,3,4,3,3,4,4,4","1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),15,500.0,3000,890,70.33,True,"4,6,6,4,5,5,4,4,3,3,3,4,5,4,8,7,4,5,5,5,4,3,3,4,4,4,4,7,7,4,5,5","1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),16,500.0,3000,839,72.03,True,"5,4,4,3,3,3,4,4,4,8,5,4,5,5,4,4,3,3,3,4,4,4,6,6,4,4,5,4,3,3,3,4","1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),17,500.0,3000,849,71.7,True,"3,4,5,3,7,5,5,5,6,4,4,3,3,3,4,5,3,6,5,4,5,5,4,4,3,4,3,4,4,4,7,6","1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1"
