experiment,channel,window_index,sampling_rate_hz,raw_bytes,compressed_bytes,reduction_percent,reconstruction_exact,rice_parameters,selected_mode
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),35,500.0,3000,807,73.1,True,"3,5,7,4,3,4,3,4,4,3,3,4,4,3,4,7,4,3,4,4,4,4,3,4,4,4,4,4,7,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),36,500.0,3000,792,73.6,True,"4,4,4,3,3,3,4,4,4,5,7,4,4,4,4,3,4,3,4,4,4,4,5,7,4,4,4,4,3,4,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),37,500.0,3000,801,73.3,True,"3,4,4,4,5,6,4,4,3,4,3,3,3,3,3,4,4,5,6,4,3,4,4,4,3,3,3,4,4,4,5,6","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),38,500.0,3000,809,73.03,True,"6,4,4,4,4,3,4,3,4,3,4,4,5,6,4,4,4,4,4,3,3,4,3,4,4,5,6,4,3,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),39,500.0,3000,795,73.5,True,"4,3,3,3,4,4,3,6,6,4,4,4,4,4,3,4,3,4,4,4,6,6,4,4,4,4,3,4,3,3,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),40,500.0,3000,812,72.93,True,"4,3,6,6,4,4,3,4,3,3,3,3,3,4,4,6,6,4,3,4,4,3,3,3,4,4,4,4,6,6,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),41,500.0,3000,792,73.6,True,"4,4,4,4,3,3,4,4,4,3,6,5,4,3,4,4,3,3,4,3,4,4,3,6,5,4,4,4,3,3,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),42,500.0,3000,789,73.7,True,"3,3,4,4,4,7,5,4,4,4,4,4,4,3,3,4,4,4,7,5,3,3,4,4,3,3,3,3,4,4,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),43,500.0,3000,806,73.13,True,"7,4,4,3,4,3,4,4,3,4,4,4,4,7,4,4,4,4,4,3,3,3,3,3,4,3,7,5,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),44,500.0,3000,785,73.83,True,"4,4,3,3,3,4,4,5,7,4,4,4,4,4,3,3,4,4,4,4,3,7,4,3,4,4,4,4,3,3,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),45,500.0,3000,807,73.1,True,"4,4,5,7,4,4,3,4,3,4,3,3,4,4,4,4,7,4,3,4,4,3,4,3,3,4,4,4,4,7,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),46,500.0,3000,792,73.6,True,"3,4,4,4,4,4,3,4,4,4,5,6,4,3,4,4,3,3,4,3,3,3,4,5,7,3,4,4,4,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),47,500.0,3000,795,73.5,True,"4,3,4,4,3,6,6,4,4,4,4,4,3,3,4,3,4,4,5,6,4,4,4,4,3,4,4,3,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),48,500.0,3000,821,72.63,True,"6,5,4,4,4,4,4,3,3,3,4,4,3,6,6,4,3,4,4,4,3,4,3,4,4,4,6,6,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),49,500.0,3000,795,73.5,True,"4,4,4,3,4,4,4,4,7,5,3,3,4,4,3,4,4,3,4,4,4,6,5,4,4,4,3,3,4,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),50,500.0,3000,805,73.17,True,"4,3,4,7,4,4,3,4,3,4,3,3,4,3,4,3,7,5,4,4,4,3,3,3,3,4,4,4,3,7,5,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),51,500.0,3000,785,73.83,True,"3,4,4,4,4,4,3,3,3,4,3,7,5,3,4,4,3,4,3,3,3,4,4,4,7,4,4,3,4,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),52,500.0,3000,789,73.7,True,"3,3,4,4,4,4,7,4,4,4,4,4,4,4,3,3,4,4,4,7,4,4,3,4,3,4,3,3,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),53,500.0,3000,802,73.27,True,"5,7,4,4,3,4,3,3,3,3,4,4,4,4,7,4,3,4,4,3,3,3,3,3,4,4,4,7,4,4,3,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),54,500.0,3000,786,73.8,True,"4,3,3,4,3,4,4,4,5,6,3,3,4,4,4,4,3,4,4,4,4,5,6,4,3,4,4,3,3,3,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),55,500.0,3000,816,72.8,True,"4,3,4,5,6,4,3,4,4,3,3,3,3,4,4,4,5,6,4,4,4,4,4,3,3,3,4,4,4,5,7,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),56,500.0,3000,799,73.37,True,"4,3,4,4,4,3,3,3,4,4,3,6,6,4,3,4,4,4,3,3,3,4,4,4,6,6,4,4,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),57,500.0,3000,786,73.8,True,"3,3,3,4,4,3,6,6,4,4,4,3,4,3,3,4,4,4,3,6,5,4,4,4,4,3,3,3,3,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),58,500.0,3000,811,72.97,True,"3,7,5,4,3,4,4,4,4,3,3,4,4,4,7,5,4,4,4,4,4,3,3,3,4,4,3,6,6,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),59,500.0,3000,793,73.57,True,"4,4,4,3,4,4,4,4,3,7,4,4,4,4,3,4,3,3,3,4,4,3,7,5,4,4,4,4,4,3,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),0,500.0,3000,1339,55.37,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),1,500.0,3000,1330,55.67,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),2,500.0,3000,1327,55.77,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),3,500.0,3000,1333,55.57,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),4,500.0,3000,1333,55.57,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),5,500.0,3000,1330,55.67,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),6,500.0,3000,1329,55.7,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),7,500.0,3000,1328,55.73,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),8,500.0,3000,1328,55.73,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),9,500.0,3000,1327,55.77,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),10,500.0,3000,1325,55.83,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),11,500.0,3000,1326,55.8,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),12,500.0,3000,1326,55.8,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),13,500.0,3000,1328,55.73,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),14,500.0,3000,1331,55.63,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),15,500.0,3000,1329,55.7,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),16,500.0,3000,1324,55.87,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),17,500.0,3000,1330,55.67,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),18,500.0,3000,1327,55.77,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),19,500.0,3000,1330,55.67,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),20,500.0,3000,1330,55.67,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),21,500.0,3000,1327,55.77,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),22,500.0,3000,1327,55.77,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),23,500.0,3000,1328,55.73,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),24,500.0,3000,1326,55.8,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),25,500.0,3000,1326,55.8,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),26,500.0,3000,1329,55.7,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),27,500.0,3000,1328,55.73,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),28,500.0,3000,1326,55.8,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),29,500.0,3000,1329,55.7,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),30,500.0,3000,1327,55.77,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),31,500.0,3000,1325,55.83,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),32,500.0,3000,1327,55.77,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),33,500.0,3000,1299,56.7,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),34,500.0,3000,1346,55.13,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),35,500.0,3000,1358,54.73,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,9,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),36,500.0,3000,1347,55.1,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),37,500.0,3000,1352,54.93,True,"8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),38,500.0,3000,1353,54.9,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),39,500.0,3000,1345,55.17,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),40,500.0,3000,1348,55.07,True,"8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),41,500.0,3000,1342,55.27,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),42,500.0,3000,1328,55.73,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),43,500.0,3000,1332,55.6,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),44,500.0,3000,1331,55.63,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),45,500.0,3000,1329,55.7,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),46,500.0,3000,1329,55.7,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),47,500.0,3000,1328,55.73,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),48,500.0,3000,1329,55.7,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),49,500.0,3000,1330,55.67,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Chest Lead (Vx-RL),50,500.0,3000,1332,55.6,True,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
